col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
94,0,0,0,0,1,0,1,62,66,59,62,59,54,1,0
25,0,1,0,1,0,2,1,34,48,35,38,40,47,2,0
99,1,0,0,0,1,3,1,48,56,66,63,65,63,1,1120
50,1,0,0,0,0,0,1,59,58,43,35,44,44,0,690
65,1,1,0,0,1,0,1,59,53,66,57,62,52,2,920
39,1,0,0,0,0,0,1,65,60,60,53,45,51,1,920
60,1,0,0,0,1,0,0,57,59,63,60,47,46,3,930
29,0,0,0,0,0,0,1,51,51,64,53,38,59,5,0
44,1,0,0,1,0,0,0,44,54,59,57,58,49,2,870
69,0,0,0,0,1,0,1,54,69,49,60,51,63,1,0
42,0,0,1,0,1,0,0,59,69,66,58,67,52,1,0
83,0,0,0,0,0,0,0,49,54,55,57,54,49,3,0
73,0,0,0,0,1,0,1,49,57,49,61,58,45,5,0
10,0,0,0,1,0,0,1,46,57,62,49,31,54,2,0
46,1,0,1,0,0,0,0,51,45,63,48,54,52,1,680
70,1,0,1,0,1,0,1,51,63,58,54,46,58,1,870
9,0,1,0,0,0,1,1,47,44,66,32,38,54,4,0
24,0,0,0,0,1,0,0,45,48,58,43,42,50,2,0
58,1,0,0,1,0,1,1,44,42,47,63,56,67,6,670
82,1,1,0,0,0,0,1,71,72,66,61,58,62,6,1280
28,0,0,0,0,1,0,1,44,42,48,43,47,49,4,0
82,1,0,0,0,0,0,1,64,57,51,65,67,49,5,1110
78,1,0,0,0,1,0,1,56,57,50,56,44,54,2,780
99,1,0,1,0,1,0,1,56,66,66,52,64,48,2,1030
60,0,0,0,1,0,0,1,42,45,51,48,51,59,6,0
96,1,0,0,1,0,0,0,66,63,55,58,64,52,1,1300
31,1,0,0,0,1,0,1,56,45,66,63,51,66,2,750
19,0,1,0,0,0,0,1,48,39,42,59,58,54,4,0
73,0,0,0,0,0,0,1,61,48,66,57,62,66,5,0
66,0,1,0,0,0,2,0,44,46,34,50,48,49,4,0
62,0,0,1,0,0,0,1,51,48,39,34,46,43,1,0
98,0,1,0,1,0,2,1,59,45,54,56,58,48,7,0
74,1,0,1,0,0,0,0,64,66,42,57,56,59,3,1180
20,0,1,0,1,0,0,1,44,43,54,54,39,45,2,0
49,0,0,1,0,0,0,0,59,63,49,58,65,48,2,0
14,0,0,0,0,1,0,0,49,48,35,42,55,48,2,0
49,0,0,0,1,0,0,0,34,33,52,47,38,62,2,0
97,1,0,1,0,1,0,1,71,72,52,59,62,62,2,1220
44,0,1,0,1,0,1,0,51,51,49,43,40,36,7,0
57,0,1,0,1,0,0,1,49,36,56,53,53,49,1,0
92,1,1,0,1,0,2,1,54,48,62,59,48,65,4,770
84,0,0,0,0,0,0,1,61,66,64,63,62,57,1,0
56,1,0,0,0,0,0,0,46,54,51,40,51,43,3,720
61,1,0,0,1,0,0,0,57,48,47,60,56,57,1,960
47,0,0,0,0,0,2,1,52,45,60,60,51,43,7,0
56,0,0,1,1,0,0,1,51,42,50,55,42,63,0,0
32,0,0,0,1,0,0,0,45,37,45,54,46,48,4,0
13,0,0,0,0,0,0,1,47,44,57,53,37,44,1,0
33,0,0,0,0,1,0,1,54,54,46,55,55,53,0,0
42,1,0,0,0,0,0,1,47,51,40,36,48,31,1,729
90,0,1,0,1,0,0,0,46,57,43,44,57,43,2,0
87,0,0,0,1,0,0,1,61,54,64,59,62,57,1,0
58,1,0,1,0,1,0,0,54,49,66,55,60,59,3,970
60,0,0,0,1,0,0,1,51,51,61,49,49,66,1,0
24,0,0,0,0,1,0,1,61,64,36,57,44,68,2,0
77,1,0,0,0,0,3,1,58,52,65,54,57,55,1,870
82,1,0,1,1,0,0,1,64,54,65,52,55,49,3,950
93,1,0,1,0,1,0,1,56,53,59,52,55,51,3,910
46,0,1,0,0,0,0,1,42,48,49,61,51,57,2,0
27,1,1,0,0,0,0,0,47,46,56,38,45,38,3,600
26,0,0,0,0,0,0,1,45,45,40,38,38,49,2,0
91,0,0,0,0,0,0,0,64,60,61,63,65,53,2,0
90,1,0,0,0,1,1,1,59,48,55,53,62,42,3,1080
78,1,1,0,0,0,0,1,61,57,64,51,67,71,3,950
63,0,0,0,1,0,0,1,54,43,66,59,56,60,2,0
10,0,1,0,1,0,0,0,44,39,37,30,33,42,1,0
37,0,0,0,1,0,1,1,44,36,37,53,42,43,4,0
75,0,0,1,1,0,1,1,56,49,54,62,60,48,5,0
98,1,0,1,0,1,0,1,68,69,66,61,65,57,1,1080
83,0,1,0,0,0,0,1,64,60,66,61,47,53,2,0
55,0,0,0,0,0,0,0,51,41,51,51,62,50,5,0
68,0,0,0,0,0,0,0,54,63,52,53,62,47,5,0
53,0,0,1,0,0,0,0,50,49,33,52,51,52,1,0
24,0,1,0,0,0,0,1,46,42,52,45,38,48,3,0
19,0,0,0,1,0,0,1,33,27,45,40,42,51,4,0
94,0,0,0,0,0,0,0,66,69,53,57,56,75,3,0
56,0,0,1,0,1,0,0,64,66,47,59,65,50,3,0
71,0,1,0,1,0,0,0,61,63,42,61,47,52,3,0
46,0,1,0,1,0,0,0,42,39,47,59,56,54,2,0
92,1,0,1,0,1,0,0,68,72,49,63,65,57,2,1320
24,0,0,0,0,1,0,0,54,54,36,45,51,63,1,0
0,0,1,0,1,0,1,0,46,42,51,41,38,71,7,0
36,1,0,0,1,0,0,0,59,54,35,55,65,62,1,990
59,1,0,1,0,1,0,1,59,58,51,51,53,68,3,880
83,0,0,0,0,0,0,0,56,54,66,53,58,51,2,0
80,1,0,0,0,1,0,1,71,72,54,59,55,55,2,1060
13,0,0,0,0,1,0,0,40,45,33,59,38,52,5,0
23,0,1,0,1,0,1,0,32,43,34,20,33,21,8,0
24,0,1,0,1,0,0,0,52,44,40,47,50,51,6,0
43,0,0,0,0,1,0,0,66,72,37,57,51,47,1,0
51,1,0,1,0,1,0,1,59,49,66,57,56,54,1,980
0,0,1,0,1,0,0,1,28,36,31,42,37,26,2,0
36,0,0,0,0,0,0,1,49,48,40,42,53,63,2,0
17,1,0,1,0,1,0,1,49,36,48,55,46,49,4,620
51,1,0,1,0,1,0,1,44,43,48,63,57,54,2,760
43,0,0,0,0,1,0,0,46,46,48,45,44,52,1,0
8,0,1,0,1,0,0,0,49,55,38,34,54,51,1,0
24,0,1,0,0,1,2,1,34,36,38,36,51,49,5,0
99,1,0,1,0,1,0,1,71,69,59,65,67,63,2,1350
37,1,0,1,0,0,2,0,64,55,61,57,56,49,3,880
53,1,0,1,1,0,1,0,46,38,37,50,50,37,4,680
24,0,0,0,0,0,0,1,46,57,59,25,41,31,3,0
60,1,0,1,0,1,0,0,66,56,64,65,65,52,0,960
74,1,0,0,1,0,0,1,54,60,64,51,44,55,1,830
81,1,0,1,0,1,0,1,66,69,62,63,62,66,4,1190
82,1,0,1,0,0,0,1,52,55,66,63,53,81,4,1190
55,0,0,1,1,0,0,1,55,54,55,57,50,57,2,0
78,0,1,0,1,0,0,1,49,63,54,59,56,57,1,0
44,0,0,0,0,1,0,0,54,66,59,63,55,60,0,0
85,1,0,1,0,1,0,0,61,69,49,63,67,55,1,1130
71,0,0,1,0,1,0,1,51,51,66,57,45,55,3,0
48,0,0,0,1,0,0,1,49,39,46,57,53,50,2,0
27,0,0,1,0,1,0,0,46,51,54,55,53,88,4,0
62,0,0,1,0,1,0,0,46,57,31,32,42,35,1,0
53,0,0,0,0,0,0,0,56,43,48,47,64,63,3,0
79,0,1,0,1,0,0,1,54,39,60,50,44,46,8,0
26,0,1,0,0,0,0,0,49,40,61,55,58,62,6,0
97,1,0,0,0,0,0,1,68,72,66,49,65,43,2,1180
31,0,1,0,1,0,0,1,42,37,46,53,31,54,2,0
94,1,0,1,0,0,0,1,56,48,62,60,58,66,1,940
70,1,0,1,0,1,0,0,49,51,41,57,67,46,4,990
65,1,0,0,1,0,0,0,59,54,40,43,53,53,1,880
76,1,0,0,0,1,0,1,59,55,59,56,60,42,2,710
40,0,1,0,1,0,0,1,50,42,50,56,46,43,5,0
85,0,0,1,0,0,0,1,49,42,59,61,49,62,2,0
82,0,1,0,1,0,1,1,49,45,53,59,52,55,4,0
58,1,0,0,1,0,0,0,55,51,49,54,67,54,0,800
22,0,0,1,0,1,0,0,46,57,31,37,42,51,2,0
93,0,0,1,0,0,1,1,59,55,55,58,59,47,1,0
58,0,0,1,0,1,0,1,68,66,52,47,56,49,3,0
68,0,0,1,0,1,0,0,51,57,41,45,56,52,1,0
26,0,0,1,0,0,0,0,59,66,52,54,46,79,2,0
70,0,1,0,1,0,1,1,31,42,65,51,42,90,6,0
84,1,0,0,0,0,0,0,64,54,65,58,65,47,3,1060
95,0,1,0,1,0,0,0,54,36,66,64,67,53,2,0
65,0,0,0,0,1,0,1,59,52,60,56,57,54,6,0
77,0,0,0,0,1,0,1,42,39,56,54,47,49,2,0
14,0,1,0,0,0,0,1,54,48,45,45,35,42,3,0
79,0,0,0,0,0,0,1,44,45,61,54,55,48,2,0
18,0,0,0,0,0,0,0,54,42,52,58,58,47,1,0
87,1,0,0,0,0,0,1,61,66,61,56,62,46,5,1170
81,1,0,0,0,1,0,1,61,51,55,58,58,60,2,1000
25,0,0,0,1,0,0,0,38,39,54,50,42,43,1,0
97,1,0,1,0,1,0,1,71,72,66,62,64,55,3,1520
63,1,0,0,0,0,0,1,56,51,64,63,55,53,1,800
28,0,0,0,1,0,2,1,32,42,51,30,42,55,1,0
27,0,0,0,1,0,0,0,51,48,38,13,47,36,1,0
75,0,0,1,0,1,0,1,51,60,47,55,51,44,0,0
65,0,1,0,0,0,0,1,56,54,51,51,48,49,3,0
28,0,0,0,0,1,0,0,55,45,33,52,42,46,10,0
58,0,0,0,1,0,1,0,39,42,45,45,36,53,9,0
96,0,0,0,0,1,0,0,59,69,52,61,62,52,2,0
49,0,1,0,1,0,2,1,39,42,46,53,40,49,8,0
83,0,0,0,0,0,0,1,61,63,66,57,55,77,1,0
99,1,0,1,0,1,0,1,64,69,53,61,62,59,1,1010
24,0,1,0,1,0,1,0,33,37,48,35,35,30,6,0
28,0,0,0,0,1,0,1,61,54,49,54,44,54,6,0
98,1,0,1,0,1,0,0,51,60,45,57,64,58,3,1060
34,0,0,0,1,0,0,1,66,60,44,57,60,69,1,0
85,1,0,1,0,1,0,0,71,66,36,36,44,45,4,880
60,1,0,0,0,1,0,0,56,51,51,57,51,49,2,780
10,0,0,0,1,0,0,1,42,54,51,55,51,60,5,0
87,1,0,1,0,0,0,1,54,58,61,60,47,54,1,980
61,0,1,0,1,0,0,1,39,39,43,36,44,51,5,0
14,1,0,0,0,0,0,0,42,45,41,47,42,49,2,700
94,1,0,0,0,1,0,0,66,72,44,60,62,48,1,1310
82,0,0,1,0,1,0,0,61,66,50,55,62,51,3,0
35,0,1,0,0,0,0,0,62,40,41,55,60,52,5,0
77,1,0,1,0,1,0,1,52,59,62,57,53,49,1,660
90,1,0,0,1,0,0,1,64,69,65,64,60,58,1,980
37,0,0,1,1,0,0,0,66,63,47,58,46,50,1,0
78,0,0,1,0,1,0,1,54,52,54,58,56,44,1,0
17,0,1,0,1,0,1,1,46,45,40,37,33,58,7,0
4,0,1,0,0,0,0,0,37,33,47,38,44,48,4,0
23,0,0,0,0,1,0,0,61,56,50,62,56,47,0,0
61,0,0,0,1,0,1,0,44,45,46,32,35,47,4,0
84,1,0,1,0,0,0,1,54,49,64,54,60,54,11,890
93,1,1,0,0,1,0,0,61,64,54,57,56,77,2,1060
40,0,1,0,1,0,0,1,56,39,47,45,40,60,4,0
99,1,0,1,1,0,0,0,61,69,55,63,65,50,9,1230
82,1,0,1,0,1,0,1,64,59,63,54,64,56,6,1010
58,0,1,0,1,0,0,1,49,48,43,42,51,48,2,0
6,0,0,0,1,0,0,0,39,51,66,45,35,33,3,0
43,0,0,1,0,1,0,1,56,51,54,51,53,56,2,0
61,0,1,0,1,0,1,1,43,42,45,42,38,46,3,0
17,0,1,0,1,0,0,1,64,43,44,45,42,38,1,0
64,0,1,0,1,0,0,1,44,36,47,55,40,49,7,0
44,0,1,0,1,0,2,1,57,49,55,51,58,46,5,0
55,0,0,1,0,1,2,0,64,51,54,37,60,57,4,0
90,1,0,1,0,1,0,0,64,66,43,57,62,54,4,1200
77,1,0,1,0,0,0,1,68,72,54,62,59,63,1,1110
84,1,0,1,0,1,0,1,62,69,64,65,64,62,3,1360
59,0,0,1,0,0,0,0,59,45,57,59,53,49,2,0
27,0,1,0,1,0,0,1,32,34,64,55,51,45,9,0
83,1,0,1,0,1,0,1,61,63,66,57,62,51,2,1160
0,0,1,0,1,0,0,0,56,57,66,51,56,56,3,0
37,0,1,0,1,0,2,1,34,39,41,32,42,57,3,0
72,0,0,1,0,1,0,0,49,60,34,51,53,51,1,0
32,1,0,1,0,1,0,0,56,57,48,55,58,51,2,880
45,0,0,0,0,1,0,0,51,51,55,36,47,35,2,0
24,0,0,0,1,0,0,0,47,47,45,55,52,56,4,0
94,1,1,0,0,1,3,1,59,60,55,50,60,63,1,940
14,0,0,1,0,0,0,0,51,45,38,46,37,38,2,0
89,1,0,0,0,1,0,0,66,69,51,54,65,49,2,1250
70,0,0,0,0,1,0,1,54,45,66,59,56,64,1,0
89,1,0,1,1,0,0,1,64,57,53,58,56,66,3,850
58,1,0,0,0,1,0,0,66,50,39,54,55,46,2,900
99,0,0,1,0,1,0,0,61,60,64,62,62,50,2,0
18,0,0,1,0,1,0,1,44,39,44,47,33,50,4,0
55,1,0,1,0,0,0,0,49,66,62,64,55,52,1,1010
92,1,0,0,0,0,0,1,54,48,55,63,62,69,1,930
75,0,1,0,0,0,2,1,44,48,48,57,42,61,6,0
0,0,1,0,1,0,0,0,50,45,32,38,37,51,2,0
71,0,1,0,1,0,1,1,34,45,36,50,44,83,8,0
88,1,0,0,0,1,0,1,71,69,61,60,58,52,2,1040
46,0,1,0,1,0,2,1,35,42,38,32,38,24,5,0
37,1,0,1,0,1,0,1,59,48,40,64,55,23,3,880
87,1,0,1,0,1,0,0,61,51,36,44,60,46,2,980
99,1,1,0,0,1,0,1,61,66,59,49,64,56,0,1150
53,1,0,0,0,0,0,1,64,50,47,45,49,44,8,870
28,0,0,0,1,0,0,0,39,39,46,32,47,51,2,0
43,0,1,0,1,0,1,1,29,34,51,38,34,30,9,0
61,0,0,0,1,0,0,0,39,36,51,42,55,47,4,0
97,1,0,1,0,1,0,0,64,48,57,63,65,59,2,1310
74,0,1,0,1,0,0,0,44,42,41,51,58,48,3,0
80,1,0,0,0,1,0,1,55,55,55,50,56,54,1,780
82,0,0,1,0,1,0,1,51,45,52,53,60,55,5,0
93,0,0,1,0,1,0,0,60,62,43,61,67,60,3,0
39,1,0,1,0,0,0,0,66,54,43,51,54,47,1,940
69,0,0,0,0,0,0,0,60,45,48,53,56,51,10,0
19,0,0,1,0,1,3,1,57,55,44,52,45,48,2,0
34,1,0,0,0,0,0,0,46,48,49,53,55,49,1,830
77,0,1,0,1,0,0,1,49,42,65,51,56,47,3,0
32,0,0,1,0,0,0,1,46,66,47,55,53,52,1,0
39,0,0,0,0,0,0,1,44,57,39,47,35,47,2,0
50,0,1,0,0,0,0,1,52,50,48,58,46,50,1,0
47,0,0,0,0,0,0,1,42,48,42,41,51,47,3,0
51,0,1,0,0,0,0,0,49,37,50,55,55,51,3,0
99,1,0,1,0,1,0,1,68,72,65,65,65,61,1,1410
98,1,0,1,0,1,0,1,68,72,48,62,60,71,1,1350
77,0,0,1,0,1,0,0,62,53,57,48,62,50,2,0
93,1,1,0,0,0,0,0,54,54,65,55,64,63,3,1160
25,0,0,0,1,0,0,0,51,42,46,41,41,51,3,0
66,0,0,0,0,1,0,1,51,51,60,58,60,52,2,0
21,0,0,0,1,0,0,0,37,44,33,47,51,54,2,0
89,1,0,0,1,0,0,1,54,54,57,48,53,45,2,730
42,0,1,0,1,0,0,1,39,39,56,28,33,39,9,0
14,0,0,1,0,1,0,1,49,51,47,54,42,51,2,0
60,0,0,1,0,1,0,0,66,60,53,54,49,64,1,0
94,1,0,1,0,1,0,0,49,66,50,65,65,60,2,1070
61,0,0,0,0,0,0,1,51,54,57,50,47,51,4,0
54,0,0,0,0,0,0,1,44,46,38,37,28,42,1,0
72,0,0,0,0,1,0,0,64,58,57,60,64,55,3,0
13,0,0,0,0,0,0,0,49,50,61,63,58,55,6,0
0,0,0,1,0,1,1,1,36,51,45,56,42,45,1,0
48,0,0,0,0,0,0,0,44,48,48,51,53,45,2,0
78,1,0,1,0,1,0,0,49,57,57,51,67,54,4,990
85,1,1,0,0,0,0,1,61,60,55,63,55,43,0,820
18,0,0,1,0,1,0,0,37,45,53,49,49,56,1,0
46,0,0,1,0,1,0,0,59,55,65,57,64,68,2,0
26,1,0,1,0,1,0,0,44,61,48,50,58,57,4,850
67,1,0,1,0,1,0,0,62,58,58,59,60,56,6,1050
93,1,1,0,0,0,0,1,59,51,66,55,53,61,1,970
81,0,0,0,0,0,0,0,56,48,62,59,56,53,2,0
66,0,0,0,1,0,0,1,56,49,61,58,60,51,1,0
4,0,0,0,1,0,0,0,52,52,44,50,46,42,3,0
28,0,0,1,0,1,0,0,35,39,36,32,31,29,1,0
90,1,1,0,1,0,1,0,56,42,43,59,56,49,6,910
78,1,0,1,1,0,0,1,49,51,54,59,55,66,1,940
77,0,1,0,1,0,0,0,54,51,48,57,60,49,3,0
88,0,0,0,0,0,0,1,51,54,57,57,56,58,2,0
46,0,1,0,1,0,1,1,38,38,40,33,36,34,2,0
8,0,1,0,1,0,1,0,33,39,35,22,47,33,6,0
37,1,0,0,0,0,0,0,54,61,47,53,64,48,2,940
7,0,0,1,0,0,0,1,61,54,64,54,33,52,1,0
62,0,0,0,0,0,0,1,51,48,66,55,46,46,1,0
96,1,0,1,0,1,0,1,61,69,66,61,65,77,3,1400
71,0,1,0,0,0,1,1,47,45,46,54,42,35,9,0
3,0,0,0,0,0,0,0,49,48,59,52,51,50,5,0
78,0,1,0,1,0,2,0,39,33,61,29,39,49,5,0
25,0,1,0,0,0,0,0,58,51,43,50,49,46,3,0
63,0,0,1,0,1,0,0,52,51,60,55,55,50,2,0
49,0,1,0,1,0,1,1,39,36,54,47,38,42,8,0
54,1,0,1,0,1,0,0,56,63,64,62,64,51,2,1100
36,0,1,0,0,0,0,0,44,42,45,61,55,59,3,0
24,0,1,0,0,0,0,0,61,63,66,48,46,42,4,0
38,0,1,0,1,0,0,0,54,43,45,46,51,53,3,0
98,0,0,0,0,0,0,1,59,54,55,63,56,52,2,0
55,0,1,0,1,0,0,0,39,45,47,49,49,55,2,0
92,1,0,1,0,1,0,1,61,60,62,59,47,55,3,1100
9,0,0,0,0,0,0,0,42,46,39,35,44,39,2,0
90,0,0,0,0,0,0,0,59,66,47,53,65,61,1,0
23,0,0,0,0,0,0,0,60,46,51,53,55,52,1,0
68,1,0,1,0,1,0,0,61,60,48,51,67,52,1,1160
36,0,0,0,0,1,0,1,42,48,46,49,35,47,6,0
33,0,1,0,1,0,0,1,49,42,59,36,46,43,3,0
67,0,1,0,0,0,0,1,53,42,58,53,40,54,2,0
9,0,0,0,0,0,0,0,32,52,38,32,35,42,4,0
15,0,1,0,0,1,1,1,52,54,55,57,43,47,4,0
28,0,0,0,1,0,0,0,56,48,37,59,58,50,2,0
88,1,0,0,0,1,0,0,51,55,57,56,64,91,4,1140
46,1,0,1,0,1,0,0,64,69,41,41,55,44,6,602
35,0,0,1,0,1,0,1,49,48,45,62,56,55,3,0
99,1,0,1,0,1,0,1,71,66,64,65,67,64,2,1500
70,0,0,0,0,0,0,0,56,51,65,53,58,46,1,0
91,1,1,0,0,0,0,1,46,39,66,53,42,52,0,730
81,1,1,0,1,0,1,1,59,48,58,40,42,39,10,630
99,1,0,1,0,1,0,1,66,64,64,63,65,69,2,1230
65,1,0,1,0,1,0,1,56,69,52,57,56,45,1,1160
12,0,1,0,1,0,0,1,30,31,36,34,40,32,4,0
67,1,0,1,1,0,0,1,54,57,61,53,53,57,2,810
41,0,0,1,0,1,0,0,56,39,61,59,58,49,2,0
20,0,1,0,1,0,2,1,54,45,55,54,48,52,12,0
32,1,0,0,0,1,0,0,57,69,56,41,56,54,0,970
47,1,0,0,0,0,0,0,49,45,59,58,53,54,1,740
92,0,0,0,0,0,0,0,49,52,66,55,58,51,0,0
80,0,0,0,0,1,0,1,66,60,66,58,67,50,2,0
92,1,0,1,0,1,0,1,66,57,59,59,64,57,2,1110
98,1,0,0,0,1,0,0,68,66,58,63,67,64,1,1400
64,1,1,0,1,0,0,1,42,51,43,58,56,58,3,910
98,1,0,1,0,1,0,1,66,72,57,54,67,48,7,1190
49,0,1,0,1,0,0,0,32,43,45,50,51,54,3,0
57,0,0,1,0,1,0,1,52,45,47,54,55,47,5,0
55,0,0,0,1,0,0,0,61,57,36,54,47,48,3,0
57,1,0,0,0,1,0,1,49,45,41,54,49,72,8,810
19,0,0,1,0,0,0,0,49,51,47,53,51,47,2,0
10,0,1,0,1,0,0,0,56,45,57,43,56,55,11,0
48,0,0,0,0,0,0,1,54,54,57,43,49,61,2,0
24,0,0,0,0,1,0,0,54,51,41,25,38,39,6,0
50,0,1,0,1,0,0,1,49,45,45,44,46,55,3,0
89,0,0,0,0,1,0,0,57,46,53,56,64,51,4,0
33,1,0,0,0,0,0,0,55,51,48,49,49,42,4,680
30,0,0,1,0,1,0,0,49,42,56,55,56,49,2,0
80,1,0,0,0,0,0,1,51,51,51,47,44,43,1,660
6,0,0,0,0,1,0,1,56,62,46,48,55,46,3,0
99,1,0,0,0,1,0,1,50,61,64,65,62,58,6,1020
8,0,0,1,0,1,0,0,61,57,61,43,47,45,3,0
16,0,1,0,1,0,0,0,37,48,35,32,40,49,5,0
54,0,0,1,1,0,1,1,37,36,31,47,43,48,13,0
27,0,1,0,1,0,0,0,40,42,45,38,46,42,3,0
43,0,1,0,1,0,1,1,27,36,33,41,38,46,5,0
60,0,0,0,0,1,0,1,46,52,66,56,51,53,1,0
97,1,1,0,0,1,0,0,64,48,50,55,65,66,4,1130
28,1,0,0,0,1,1,1,56,49,42,50,42,46,3,710
44,0,0,0,1,0,0,0,49,31,43,42,56,43,2,0
64,0,0,1,0,1,0,1,56,60,61,58,62,63,4,0
96,1,0,0,0,1,0,0,59,60,61,41,58,54,1,1000
74,1,0,1,0,1,0,1,68,63,52,59,55,63,4,1010
73,0,0,0,0,0,0,0,56,48,51,59,51,53,1,0
52,0,0,0,0,0,0,0,49,39,53,56,64,59,5,0
97,1,0,1,0,0,0,0,46,51,64,59,58,44,2,1030
19,1,1,0,1,0,0,0,66,63,50,54,60,51,3,960
76,0,0,1,0,1,0,1,49,57,40,46,51,53,1,0
75,0,0,0,1,0,0,1,54,57,47,59,49,52,2,0
46,1,0,1,0,0,0,0,62,64,56,58,60,48,4,950
69,1,0,1,0,1,0,1,46,63,58,57,57,45,3,890
7,1,0,1,0,1,0,0,39,49,46,47,40,55,2,480
97,0,0,0,0,0,0,1,54,62,60,59,62,58,1,0
88,1,0,1,0,0,0,0,71,72,65,63,67,64,1,1310
63,1,0,1,0,1,0,0,62,66,36,56,65,53,4,1130
51,0,0,1,0,1,0,0,56,72,53,53,64,60,6,0
92,0,1,0,1,0,1,1,51,36,57,56,46,54,8,0
69,1,0,0,0,0,0,1,49,48,42,50,46,50,2,800
43,1,0,1,0,0,0,0,59,69,54,51,53,51,1,1070
63,0,0,0,0,1,0,0,54,48,54,42,55,55,3,0
45,1,0,1,1,0,0,0,54,57,39,51,62,42,3,820
15,0,1,0,1,0,0,1,46,45,62,49,47,55,2,0
4,0,1,0,1,0,0,1,42,37,43,37,35,41,3,0
39,1,0,1,0,1,0,1,44,60,50,65,56,61,3,960
4,0,1,0,1,0,2,1,27,36,42,44,34,39,3,0
24,0,0,0,1,0,0,0,49,45,55,50,29,61,3,0
30,0,0,1,0,1,0,0,54,69,33,40,33,38,2,0
45,1,0,0,0,1,0,1,56,66,45,51,49,47,1,910
29,0,0,0,0,0,0,1,39,39,49,57,62,52,0,0
41,1,0,0,0,1,0,1,46,42,42,49,38,42,3,570
28,1,0,1,0,1,0,0,46,54,44,53,46,49,2,780
48,1,1,0,0,1,0,0,64,55,56,53,65,53,3,980
61,1,0,0,0,0,0,1,56,57,66,54,56,64,3,680
30,0,1,0,1,0,0,0,39,48,42,59,42,49,0,0
48,0,0,0,0,0,0,1,55,45,50,52,49,48,2,0
92,0,0,1,0,1,0,0,64,54,55,55,65,48,2,0
58,0,0,1,0,1,0,0,42,36,59,59,56,59,8,0
45,0,0,1,0,0,1,1,40,48,36,53,46,46,2,0
36,0,1,0,0,0,0,0,29,42,63,34,38,45,2,0
38,0,1,0,0,0,0,1,48,48,49,58,55,56,3,0
62,0,1,0,1,0,1,0,32,42,55,34,40,24,8,0
58,0,1,0,1,0,1,1,54,53,65,53,58,46,3,0
81,1,0,1,0,1,0,1,68,72,65,62,62,62,9,1250
89,1,0,0,0,0,0,0,59,49,54,55,65,59,2,860
97,1,0,1,0,0,0,1,66,66,66,61,67,53,3,1220
5,0,1,0,1,0,0,0,45,35,47,54,42,41,5,0
78,1,0,1,0,0,0,0,59,42,60,58,60,58,2,700
65,1,0,0,0,0,0,1,68,66,62,65,67,59,5,1110
58,1,0,1,0,1,0,0,59,63,66,57,49,55,3,1190
67,1,0,1,0,1,0,0,61,72,64,59,55,50,2,1110
39,1,0,1,0,1,0,1,47,49,43,52,48,51,2,710
72,0,0,0,0,1,0,1,55,42,44,60,65,60,1,0
84,0,0,0,0,1,0,1,44,57,55,57,55,55,2,0
48,1,0,0,0,0,0,1,61,56,50,42,53,52,2,970
67,0,0,0,0,0,0,1,56,52,45,54,53,45,1,0
3,0,0,0,0,0,0,1,43,42,44,58,34,53,2,0
76,0,0,0,0,1,0,1,49,42,50,47,53,64,2,0
64,0,0,0,0,1,0,0,54,63,61,59,58,58,1,0
15,0,0,0,0,0,1,0,51,48,50,34,51,45,1,0
91,1,1,0,1,0,0,1,66,60,66,63,64,45,5,1180
51,0,1,0,1,0,1,0,27,35,30,35,29,45,0,0
29,0,0,0,0,0,0,0,44,36,53,55,49,68,5,0
99,0,0,0,1,0,0,1,61,48,65,61,53,47,3,0
38,1,0,1,0,0,0,0,51,54,51,56,51,54,0,930
82,1,0,0,1,0,0,1,59,50,62,58,56,55,1,770
21,1,0,1,0,1,0,0,35,42,40,49,62,52,6,680
25,0,0,1,0,1,0,0,46,54,57,55,51,55,2,0
57,0,0,0,0,0,0,1,46,51,61,59,55,48,1,0
80,1,0,1,0,0,0,0,64,57,57,58,62,43,7,1170
51,0,0,0,0,1,0,0,46,43,45,52,60,49,2,0
25,0,1,0,1,0,1,1,32,39,37,37,32,38,3,0
86,1,0,0,0,0,0,1,55,47,51,58,52,44,1,710
66,0,0,0,0,0,0,1,64,57,56,61,51,56,1,0
62,0,0,0,0,1,0,0,50,43,55,60,50,42,3,0
45,0,0,0,0,0,0,0,44,57,66,57,44,46,5,0
65,0,1,0,1,0,1,1,34,36,45,40,44,41,4,0
35,0,0,0,1,0,0,1,48,52,31,50,55,46,5,0
21,0,0,1,0,0,0,0,42,39,42,61,47,50,2,0
14,0,0,0,0,1,0,1,64,69,44,51,51,44,0,0
29,1,0,0,0,0,0,1,68,60,65,57,55,59,1,880
80,1,0,0,0,1,0,1,61,48,64,62,64,59,8,870
56,0,0,0,1,0,0,1,64,66,56,61,58,58,6,0
7,0,0,0,1,0,0,1,29,45,43,32,44,50,2,0
43,0,1,0,1,0,0,1,44,48,56,55,42,55,4,0
86,0,0,0,0,0,0,1,66,58,64,55,45,54,2,0
90,1,0,1,0,1,0,0,61,59,52,48,62,42,2,910
78,0,0,0,0,0,0,1,39,60,42,57,46,48,0,0
63,0,0,0,0,0,0,0,54,42,46,55,62,69,1,0
